clip_idx,video_id,category,tier,gt,description,provider,model,q_idx,score,label,evidence_quote,grade_rationale
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,0,0.0,no,,"Cross-category description about skiing, not food/cooking."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,1,0.0,no,,"Cross-category description about skiing, not food/cooking."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,2,0.0,no,,"Cross-category description about skiing, not food/cooking."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic,claude-haiku-4-5-20251001,0,0.0,no,demonstrates his skill throwing a knife,"Missing tomato, wall target, and knife pinning action details."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic,claude-haiku-4-5-20251001,1,0.0,no,,No mention of countdown or Spanish language.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic,claude-haiku-4-5-20251001,2,0.0,no,,No facial expression or emotional response described.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier2_vatex_long,2,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,anthropic,claude-haiku-4-5-20251001,0,0.5,partial,pins a cherry tomato to the wall by throwing a knife,"Has tomato and knife pinning, but unclear sequence and actor roles."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier2_vatex_long,2,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,anthropic,claude-haiku-4-5-20251001,1,1.0,yes,counting backward in spanish,Clearly states Spanish countdown.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier2_vatex_long,2,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,anthropic,claude-haiku-4-5-20251001,2,0.0,no,,No facial expression or emotional response described.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier3_va11y,3,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",anthropic,claude-haiku-4-5-20251001,0,1.0,yes,"throws the tomato at a wall, followed by a knife, which pins the tomato in place","Complete sequence: cherry tomato, wall target, knife pins it."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier3_va11y,3,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",anthropic,claude-haiku-4-5-20251001,1,1.0,yes,counts down in Spanish,Clearly identifies Spanish language and countdown action.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier3_va11y,3,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",anthropic,claude-haiku-4-5-20251001,2,1.0,yes,"The chef smiles, showcasing his skill",Describes smile and skill/confidence after pinning.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,0,0.0,no,,"Cross-category description about skiing, not food/cooking."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,1,0.0,no,,"Cross-category description about skiing, not food/cooking."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,2,0.0,no,,"Cross-category description about skiing, not food/cooking."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic,claude-haiku-4-5-20251001,0,0.5,partial,eats a lot of burgers and than starts to get sick,"Mentions eating and difficulty but lacks gray hoodie, rapid/quick bites, coughing details."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic,claude-haiku-4-5-20251001,1,0.0,no,,"No mention of people's reactions, laughing, clapping, or encouragement."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic,claude-haiku-4-5-20251001,2,0.0,no,,"No mention of tray liner, ketchup, or 'BURGER EATING' text."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic,claude-haiku-4-5-20251001,0,0.5,partial,eating a hamburger very fast,"Mentions fast eating but missing gray hoodie, coughing, struggling details."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic,claude-haiku-4-5-20251001,1,0.0,no,,"No mention of people's reactions, laughing, clapping, or encouragement."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic,claude-haiku-4-5-20251001,2,0.0,no,,"No mention of tray liner, ketchup, or 'BURGER EATING' text."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic,claude-haiku-4-5-20251001,0,1.0,yes,"bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites...he appears to struggle slightly, coughing at times.","Covers all required evidence: gray hoodie, rapid eating, quick bites, struggling, coughing."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic,claude-haiku-4-5-20251001,1,1.0,yes,"people are laughing and clapping, encouraging him to finish.","Directly answers with all required evidence: laughing, clapping, encouraging."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic,claude-haiku-4-5-20251001,2,1.0,yes,someone uses ketchup to write 'BURGER EATING' on a tray liner.,"Covers all required evidence: ketchup, tray liner, 'BURGER EATING' text, writing."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,0,0.0,no,,"Cross-category description about skiing, not cooking."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,1,0.0,no,,"Cross-category description about skiing, not cooking."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,2,0.0,no,,"Cross-category description about skiing, not cooking."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic,claude-haiku-4-5-20251001,0,0.0,no,A man is stirring food in a cast iron skillet with a fork.,Missing shirt color; only identifies skillet type.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic,claude-haiku-4-5-20251001,1,0.0,no,A man is stirring food in a cast iron skillet with a fork.,Does not specify ingredients or identify omelette.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic,claude-haiku-4-5-20251001,2,0.5,partial,stirring food in a cast iron skillet with a fork,"Identifies fork and stirring, missing pan movement detail."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic,claude-haiku-4-5-20251001,0,0.5,partial,A man is holding a frying pan,Identifies cookware but not shirt color; calls it frying pan not cast iron.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic,claude-haiku-4-5-20251001,1,0.0,no,A man is holding a frying pan with food,Does not specify ingredients or identify omelette.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic,claude-haiku-4-5-20251001,2,0.5,partial,he pushes the fork around in it,"Identifies fork and stirring, missing pan movement detail."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic,claude-haiku-4-5-20251001,0,1.0,yes,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet.",Clearly identifies grey shirt and black cast iron skillet.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic,claude-haiku-4-5-20251001,1,1.0,yes,cook an omelette with spaghetti and eggs in a black cast iron skillet,"Specifies all three required elements: spaghetti, eggs, omelette."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic,claude-haiku-4-5-20251001,2,1.0,yes,"He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking.","Identifies fork, stirring, pan movement, and even cooking technique."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,0,0.0,no,,"Cross-category description about skiing, not cooking."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,1,0.0,no,,"Cross-category description about skiing, not cooking."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,2,0.0,no,,"Cross-category description about skiing, not cooking."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic,claude-haiku-4-5-20251001,0,0.5,partial,making scrambled eggs on the stove,Mentions eggs and stove but omits pan type and spatula utensil.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic,claude-haiku-4-5-20251001,1,0.0,no,,No information about who eggs are for or dialogue.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic,claude-haiku-4-5-20251001,2,0.0,no,,"No kitchen details, demeanor, or girl's expressions described."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic,claude-haiku-4-5-20251001,0,0.5,partial,cooking eggs in a frying pan,Mentions eggs and pan but omits stirring action and spatula.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic,claude-haiku-4-5-20251001,1,0.5,partial,talking about who it's for,Acknowledges dialogue about recipient but lacks specific details.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic,claude-haiku-4-5-20251001,2,0.0,no,,No kitchen setting or girl's demeanor details provided.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic,claude-haiku-4-5-20251001,0,1.0,yes,stirring scrambled eggs in a frying pan with a spatula,"All required elements present: stirring, eggs, pan, spatula."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic,claude-haiku-4-5-20251001,1,1.0,yes,"eggs are for her and her mother, if her mother wants some",Directly answers with conditional offer and both recipients.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic,claude-haiku-4-5-20251001,2,1.0,yes,"cozy kitchen, granite countertop and wooden cabinets, focused and seems to enjoy, occasionally glancing at the camera with a smile","All required details: setting, materials, demeanor, and expressions."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,0,0.0,no,,"Cross-category description about skiing, not food preparation."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,1,0.0,no,,"Cross-category description about skiing, not food preparation."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,2,0.0,no,,"Cross-category description about skiing, not food preparation."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic,claude-haiku-4-5-20251001,0,0.0,no,A woman is explaining how to mix spinach in a bowl,"Missing garlic, knife, and dropping action details."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic,claude-haiku-4-5-20251001,1,0.5,partial,mix spinach in a bowl,Mentions bowl and spinach but lacks 'wooden' and 'large' descriptors.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic,claude-haiku-4-5-20251001,2,0.5,partial,explaining how to mix spinach,Implies mixing but doesn't explicitly describe hands or combining garlic.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",anthropic,claude-haiku-4-5-20251001,0,1.0,yes,drops chopped garlic from a knife into a wooden bowl,"Clearly identifies garlic, knife, and dropping action."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",anthropic,claude-haiku-4-5-20251001,1,0.5,partial,"wooden bowl, on top of spinach",Mentions wooden bowl and spinach but omits 'large' and 'fresh' descriptors.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",anthropic,claude-haiku-4-5-20251001,2,1.0,yes,another person starts mixing the garlic and spinach leaves with their hands,"Explicitly describes hands, mixing, and combining both ingredients."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",anthropic,claude-haiku-4-5-20251001,0,1.0,yes,drops chopped garlic from a knife into a large wooden bowl,"Fully answers with garlic, knife, and dropping action."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",anthropic,claude-haiku-4-5-20251001,1,1.0,yes,large wooden bowl filled with fresh spinach leaves,Completely matches answer key with all required details.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",anthropic,claude-haiku-4-5-20251001,2,1.0,yes,uses their hands to thoroughly mix the garlic and spinach together,"Explicitly describes hands, mixing action, and combining both ingredients."
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,0,0.0,no,,"Cross-category description about a man and deer at a zoo, not snowmobiles or snow."
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,1,0.0,no,,Cross-category; describes different scene entirely.
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",anthropic,claude-haiku-4-5-20251001,2,0.0,no,,Cross-category; no snowmobile action described.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,anthropic,claude-haiku-4-5-20251001,0,0.5,partial,getting off of snow mobile...rides off,Mentions snowmobile but lacks landscape description and second rider detail.
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,anthropic,claude-haiku-4-5-20251001,1,0.0,no,,"No mention of gestures, speaking, helmet, or paused conversation."
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,a guy is getting off of snow mobile and gets on and rides off.,anthropic,claude-haiku-4-5-20251001,2,0.5,partial,rides off,Mentions riding off but lacks engine revving and track details.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",anthropic,claude-haiku-4-5-20251001,0,0.5,partial,"snowy landscape, two people on snowmobiles",Identifies snowmobiles and snowy setting but vague on landscape details.
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",anthropic,claude-haiku-4-5-20251001,1,0.5,partial,speaks,"Mentions speaking but omits gestures, helmet, and paused state details."
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",anthropic,claude-haiku-4-5-20251001,2,0.5,partial,they both start again,Implies riding off but lacks engine revving and track details.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",anthropic,claude-haiku-4-5-20251001,0,1.0,yes,"snowy landscape, two people on snowmobiles",Clearly identifies snowmobiles and snowy landscape with terrain.
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",anthropic,claude-haiku-4-5-20251001,1,1.0,yes,"One rider, wearing a helmet, gestures while speaking","Explicitly describes helmet, gestures, speaking, and paused state."
