clip_idx,t,start_s,end_s,cosine_gap,residual_norm,need_score,speech_density,standard_slot_score,extended_need_score
0,0,0.0,1.49,0.41616564989089966,9.583044,0.649717777967453,1.0,0.0,0.649717777967453
0,1,1.49,2.98,0.22352242469787598,7.4694457,0.29435254601715355,1.0,0.0,0.29435254601715355
0,2,2.98,4.47,0.1992027759552002,8.534648,0.30701583040240543,1.0,0.0,0.30701583040240543
0,3,4.47,5.96,0.08663672208786011,6.1162524,0.048262102172298746,1.0,0.0,0.048262102172298746
0,4,5.96,7.45,0.12572020292282104,8.312193,0.19667453677052527,1.0,0.0,0.19667453677052527
0,5,7.45,8.94,0.14451634883880615,10.616647,0.32196216439565695,1.0,0.0,0.32196216439565695
0,6,8.94,10.43,0.2097904086112976,15.143623,0.606946941653911,1.0,0.0,0.606946941653911
0,7,10.43,11.92,0.17932480573654175,15.056385,0.5614153867568921,1.0,0.0,0.5614153867568921
0,8,11.92,13.41,0.25616830587387085,17.694008,0.7806661031972639,1.0,0.0,0.7806661031972639
0,9,13.41,14.9,0.05143100023269653,8.824296,0.11695028841495514,1.0,0.0,0.11695028841495514
1,0,0.0,1.49,0.2852247953414917,11.551616,0.705534093281947,1.0,0.0,0.705534093281947
1,1,1.49,2.98,0.32165175676345825,15.176683,1.0,1.0,0.0,1.0
1,2,2.98,4.47,0.21873319149017334,12.532084,0.6435210362969187,1.0,0.0,0.6435210362969187
1,3,4.47,5.96,0.13975942134857178,11.039368,0.40356258179455945,1.0,0.0,0.40356258179455945
1,4,5.96,7.45,0.09077513217926025,9.280223,0.20257546394166237,1.0,0.0,0.20257546394166237
1,5,7.45,8.94,0.07864362001419067,9.138032,0.17116628776100037,1.0,0.0,0.17116628776100037
1,6,8.94,10.43,0.05356574058532715,7.187566,0.002563859250740834,1.0,0.0,0.002563859250740834
1,7,10.43,11.92,0.05218398571014404,8.3376665,0.07197920978069305,1.0,0.0,0.07197920978069305
1,8,11.92,13.41,0.07455503940582275,8.760853,0.13997407912355037,1.0,0.0,0.13997407912355037
1,9,13.41,14.9,0.10643094778060913,10.973955,0.3376274428800605,1.0,0.0,0.3376274428800605
1,10,14.9,16.39,0.06542342901229858,9.047425,0.14096546877151764,1.0,0.0,0.14096546877151764
2,0,0.0,1.49,0.26251089572906494,12.01834,0.30166593220894317,0.0,0.30166593220894317,0.0
2,1,1.49,2.98,0.15436792373657227,9.612032,0.006406990049659126,0.0,0.006406990049659126,0.0
2,2,2.98,4.47,0.15024292469024658,10.644493,0.05461568757891655,0.0,0.05461568757891655,0.0
2,3,4.47,5.96,0.17594009637832642,11.599682,0.14505688381374363,0.0,0.14505688381374363,0.0
2,4,5.96,7.45,0.22442930936813354,13.331175,0.31196426942175687,0.0,0.31196426942175687,0.0
2,5,7.45,8.94,0.1844578981399536,12.855606,0.22472337077927715,0.0,0.22472337077927715,0.0
2,6,8.94,10.43,0.1872771978378296,12.799679,0.22614387381274625,0.0,0.22614387381274625,0.0
2,7,10.43,11.92,0.2828802466392517,15.356854,0.5099063555236829,0.0,0.5099063555236829,0.0
2,8,11.92,13.41,0.37335723638534546,16.538837,0.7129612800888611,0.0,0.7129612800888611,0.0
2,9,13.41,14.9,0.276742160320282,15.443594,0.5049610134113195,0.0,0.5049610134113195,0.0
2,10,14.9,16.39,0.3790590167045593,17.632223,0.7796558422328139,0.0,0.7796558422328139,0.0
2,11,16.39,17.88,0.29986733198165894,16.163046,0.5789372159816067,0.0,0.5789372159816067,0.0
2,12,17.88,19.37,0.4327218532562256,19.064089,0.9387491158749968,1.0,0.0,0.9387491158749968
2,13,19.37,20.86,0.3669322729110718,15.763794,0.661983294654878,1.0,0.0,0.661983294654878
2,14,20.86,22.35,0.31410515308380127,14.510264,0.5136218109809976,0.0,0.5136218109809976,0.0
2,15,22.35,23.84,0.18200504779815674,11.084798,0.12724041677054992,0.0,0.12724041677054992,0.0
2,16,23.84,25.33,0.4144600033760071,12.874584,0.5829688773482401,0.0,0.5829688773482401,0.0
2,17,25.33,26.82,0.4721568822860718,12.612309,0.6587103009223938,0.0,0.6587103009223938,0.0
3,0,0.0,1.49,0.18569165468215942,14.181075,0.42132624645824585,1.0,0.0,0.42132624645824585
3,1,1.49,2.98,0.31242942810058594,22.838795,1.0,0.0,1.0,0.0
3,2,2.98,4.47,0.1477786898612976,17.148191,0.4680110226594542,1.0,0.0,0.4680110226594542
3,3,4.47,5.96,0.09643536806106567,16.03271,0.32818592226098486,1.0,0.0,0.32818592226098486
3,4,5.96,7.45,0.10250633955001831,16.550882,0.3599972082782824,1.0,0.0,0.3599972082782824
3,5,7.45,8.94,0.09545302391052246,16.090874,0.32865533488110743,1.0,0.0,0.32865533488110743
3,6,8.94,10.43,0.08557605743408203,15.069845,0.2698605664943646,1.0,0.0,0.2698605664943646
3,7,10.43,11.92,0.08941787481307983,15.446321,0.2919122134192528,0.0,0.2919122134192528,0.0
3,8,11.92,13.41,0.09308081865310669,15.524918,0.3018487274618574,1.0,0.0,0.3018487274618574
3,9,13.41,14.9,0.09622818231582642,16.229744,0.3355928504997139,1.0,0.0,0.3355928504997139
3,10,14.9,16.39,0.044193267822265625,10.197236,0.0,1.0,0.0,0.0
4,0,0.0,1.49,0.6456206440925598,28.856712,1.0,0.0,1.0,0.0
4,1,1.49,2.98,0.1782306432723999,15.991205,0.14265099979232032,1.0,0.0,0.14265099979232032
4,2,2.98,4.47,0.4276808500289917,25.086893,0.6709078379162057,1.0,0.0,0.6709078379162057
4,3,4.47,5.96,0.20841091871261597,16.515732,0.18830235710300142,0.0,0.18830235710300142,0.0
4,4,5.96,7.45,0.14107131958007812,14.248846,0.05167547692742003,0.0,0.05167547692742003,0.0
4,5,7.45,8.94,0.12581324577331543,13.269248,0.005944063915665009,0.0,0.005944063915665009,0.0
4,6,8.94,10.43,0.1256367564201355,13.823535,0.023348918184638023,0.0,0.023348918184638023,0.0
4,7,10.43,11.92,0.13855373859405518,14.512345,0.057609318543602066,0.0,0.057609318543602066,0.0
4,8,11.92,13.41,0.14649885892868042,14.962986,0.07953738165702948,0.0,0.07953738165702948,0.0
4,9,13.41,14.9,0.14338093996047974,14.925707,0.07535729611902231,0.0,0.07535729611902231,0.0
4,10,14.9,16.39,0.16591626405715942,15.889328,0.1275797067809534,0.0,0.1275797067809534,0.0
4,11,16.39,17.88,0.1972598433494568,15.487523,0.1449788232342541,1.0,0.0,0.1449788232342541
4,12,17.88,19.37,0.1419087052345276,13.08713,0.015646589442635743,1.0,0.0,0.015646589442635743
5,0,0.0,1.49,0.16957074403762817,17.410437,0.5139107610260374,1.0,0.0,0.5139107610260374
5,1,1.49,2.98,0.21223527193069458,21.648891,0.819962739944458,1.0,0.0,0.819962739944458
5,2,2.98,4.47,0.15611279010772705,24.71256,0.7139585517673207,1.0,0.0,0.7139585517673207
5,3,4.47,5.96,0.12922632694244385,22.157969,0.5250862656311253,1.0,0.0,0.5250862656311253
5,4,5.96,7.45,0.1515856385231018,23.896431,0.6689049015570203,1.0,0.0,0.6689049015570203
5,5,7.45,8.94,0.17993658781051636,25.863356,0.8431127296131642,1.0,0.0,0.8431127296131642
5,6,8.94,10.43,0.19796305894851685,26.893064,0.9462952255395082,1.0,0.0,0.9462952255395082
5,7,10.43,11.92,0.18399882316589355,23.16184,0.7656529934666712,1.0,0.0,0.7656529934666712
5,8,11.92,13.41,0.19719231128692627,23.442734,0.8249419904802062,1.0,0.0,0.8249419904802062
5,9,13.41,14.9,0.18700557947158813,19.005194,0.6342656113540326,1.0,0.0,0.6342656113540326
5,10,14.9,16.39,0.07935869693756104,12.328932,0.0,1.0,0.0,0.0
6,0,0.0,1.49,0.3057284951210022,16.187788,1.0,1.0,0.0,1.0
6,1,1.49,2.98,0.1631140112876892,12.776247,0.5292524575001798,1.0,0.0,0.5292524575001798
6,2,2.98,4.47,0.11492753028869629,10.503461,0.3114415375942319,1.0,0.0,0.3114415375942319
6,3,4.47,5.96,0.10286927223205566,8.979386,0.20682406780501245,1.0,0.0,0.20682406780501245
6,4,5.96,7.45,0.06135314702987671,6.6558733,0.0,1.0,0.0,0.0
6,5,7.45,8.94,0.06781750917434692,8.102615,0.08911566890390869,1.0,0.0,0.08911566890390869
6,6,8.94,10.43,0.08235049247741699,9.311022,0.1822380321516698,1.0,0.0,0.1822380321516698
6,7,10.43,11.92,0.08671039342880249,11.839731,0.3238028881977941,1.0,0.0,0.3238028881977941
6,8,11.92,13.41,0.09075778722763062,12.62997,0.3735362180569329,1.0,0.0,0.3735362180569329
6,9,13.41,14.9,0.1651017665863037,14.560626,0.6269197135508617,1.0,0.0,0.6269197135508617
6,10,14.9,16.39,0.18123364448547363,13.076119,0.5820557569769802,1.0,0.0,0.5820557569769802
6,11,16.39,17.88,0.2538530230522156,9.5579,0.5460879431908222,1.0,0.0,0.5460879431908222
7,0,0.0,1.49,0.1639033555984497,10.08398,0.21147663774630046,1.0,0.0,0.21147663774630046
7,1,1.49,2.98,0.10962581634521484,8.753501,0.09667695603704132,1.0,0.0,0.09667695603704132
7,2,2.98,4.47,0.08750885725021362,8.291466,0.05320738033773105,1.0,0.0,0.05320738033773105
7,3,4.47,5.96,0.0675438642501831,7.5362415,0.0,1.0,0.0,0.0
7,4,5.96,7.45,0.10003441572189331,10.080615,0.14091967794956223,1.0,0.0,0.14091967794956223
7,5,7.45,8.94,0.11658143997192383,11.92114,0.23518790922007368,1.0,0.0,0.23518790922007368
7,6,8.94,10.43,0.16394340991973877,14.383489,0.38911578872768915,1.0,0.0,0.38911578872768915
7,7,10.43,11.92,0.3006410598754883,18.433294,0.707111044409183,1.0,0.0,0.707111044409183
7,8,11.92,13.41,0.41001659631729126,19.641056,0.8775894739097216,1.0,0.0,0.8775894739097216
7,9,13.41,14.9,0.34352201223373413,14.887695,0.6079348621823744,1.0,0.0,0.6079348621823744
7,10,14.9,16.39,0.5210426449775696,18.167536,0.939134955406189,1.0,0.0,0.939134955406189
8,0,0.0,1.49,0.1522221565246582,15.1075,0.402799297765761,1.0,0.0,0.402799297765761
8,1,1.49,2.98,0.3140714764595032,20.33986,1.0,1.0,0.0,1.0
8,2,2.98,4.47,0.27548784017562866,19.385197,0.8719750006173183,1.0,0.0,0.8719750006173183
8,3,4.47,5.96,0.17152011394500732,16.894754,0.5310164085665847,1.0,0.0,0.5310164085665847
8,4,5.96,7.45,0.11863338947296143,15.20662,0.33693144595419033,1.0,0.0,0.33693144595419033
8,5,7.45,8.94,0.1049836277961731,13.35622,0.21751287974080027,1.0,0.0,0.21751287974080027
8,6,8.94,10.43,0.09076982736587524,12.161866,0.1290556646424521,1.0,0.0,0.1290556646424521
8,7,10.43,11.92,0.11725664138793945,12.608251,0.2067015202756129,1.0,0.0,0.2067015202756129
8,8,11.92,13.41,0.09433966875076294,10.136654,0.037328482158881404,1.0,0.0,0.037328482158881404
8,9,13.41,14.9,0.17702919244766235,13.335397,0.36819297396137407,1.0,0.0,0.36819297396137407
8,10,14.9,16.39,0.07661163806915283,11.5125885,0.06742657721042633,1.0,0.0,0.06742657721042633
9,0,0.0,1.49,0.29058384895324707,12.815467,0.804035484790802,1.0,0.0,0.804035484790802
9,1,1.49,2.98,0.2495957612991333,12.939282,0.7259816568593347,1.0,0.0,0.7259816568593347
9,2,2.98,4.47,0.20471704006195068,13.601099,0.6779723016362953,1.0,0.0,0.6779723016362953
9,3,4.47,5.96,0.1621893048286438,14.486912,0.6508873280730929,1.0,0.0,0.6508873280730929
9,4,5.96,7.45,0.15186119079589844,15.439064,0.696764298413125,1.0,0.0,0.696764298413125
9,5,7.45,8.94,0.11428213119506836,14.25405,0.5327849798912714,1.0,0.0,0.5327849798912714
9,6,8.94,10.43,0.13120156526565552,15.5689125,0.6622218499997221,1.0,0.0,0.6622218499997221
9,7,10.43,11.92,0.1317722201347351,14.502595,0.5875407249978521,1.0,0.0,0.5875407249978521
9,8,11.92,13.41,0.1848611831665039,13.826268,0.651917298294781,1.0,0.0,0.651917298294781
9,9,13.41,14.9,0.15592443943023682,11.482253,0.4237667028294898,1.0,0.0,0.4237667028294898
9,10,14.9,16.39,0.054656386375427246,8.543545,0.0,1.0,0.0,0.0
11,0,0.0,1.49,0.16386061906814575,12.826405,0.410925102773479,1.0,0.0,0.410925102773479
11,1,1.49,2.98,0.2374926209449768,12.279934,0.6117311492562294,1.0,0.0,0.6117311492562294
11,2,2.98,4.47,0.19763755798339844,9.868717,0.4298111079916464,1.0,0.0,0.4298111079916464
11,3,4.47,5.96,0.13969063758850098,8.149645,0.2136431143075041,1.0,0.0,0.2136431143075041
11,4,5.96,7.45,0.11217862367630005,10.048929,0.1844687799939406,1.0,0.0,0.1844687799939406
11,5,7.45,8.94,0.19811677932739258,18.52523,0.6653872357959159,1.0,0.0,0.6653872357959159
11,6,8.94,10.43,0.1528957486152649,21.73763,0.6198841840339837,0.0,0.6198841840339837,0.0
11,7,10.43,11.92,0.10960853099822998,22.230993,0.5064887360129078,0.0,0.5064887360129078,0.0
11,8,11.92,13.41,0.13627201318740845,26.632803,0.7036336379834801,0.0,0.7036336379834801,0.0
11,9,13.41,14.9,0.11323052644729614,22.98012,0.5373587699272695,0.0,0.5373587699272695,0.0
11,10,14.9,16.39,0.06672322750091553,22.097837,0.37732169032096863,1.0,0.0,0.37732169032096863
12,0,0.0,1.49,0.05909925699234009,5.4569035,0.0,1.0,0.0,0.0
12,1,1.49,2.98,0.19509822130203247,12.311469,0.18048142745900805,0.0,0.18048142745900805,0.0
12,2,2.98,4.47,0.13484704494476318,10.665332,0.12527891054177326,0.0,0.12527891054177326,0.0
12,3,4.47,5.96,0.1458229422569275,11.4886055,0.14465255785541592,0.0,0.14465255785541592,0.0
12,4,5.96,7.45,0.12529289722442627,11.73649,0.14024077498468274,1.0,0.0,0.14024077498468274
12,5,7.45,8.94,0.16691690683364868,13.681393,0.19275521267347354,1.0,0.0,0.19275521267347354
12,6,8.94,10.43,0.37361180782318115,19.106817,0.37818308092940556,1.0,0.0,0.37818308092940556
12,7,10.43,11.92,0.6382843554019928,23.926575,0.5777499475789889,0.0,0.5777499475789889,0.0
12,8,11.92,13.41,0.9154439195990562,28.66563,0.78124755583813,1.0,0.0,0.78124755583813
12,9,13.41,14.9,1.0216456186026335,30.548231,0.8604108202953946,0.0,0.8604108202953946,0.0
12,10,14.9,16.39,1.0675650238990784,33.543877,0.9334767559535246,0.0,0.9334767559535246,0.0
12,11,16.39,17.88,0.8816468939185143,31.523302,0.8175921342775527,0.0,0.8175921342775527,0.0
12,12,17.88,19.37,0.9941943506710231,30.858501,0.8541346099550309,0.0,0.8541346099550309,0.0
12,13,19.37,20.86,1.0891128331422806,27.521397,0.8355275579398083,1.0,0.0,0.8355275579398083
12,14,20.86,22.35,1.2223286032676697,25.002295,0.847944051027298,1.0,0.0,0.847944051027298
12,15,22.35,23.84,0.962980255484581,18.599213,0.6224796441251461,1.0,0.0,0.6224796441251461
13,0,0.0,1.49,0.09109193086624146,10.530632,0.26887889371415163,1.0,0.0,0.26887889371415163
13,1,1.49,2.98,0.1883467435836792,15.096872,1.0,1.0,0.0,1.0
13,2,2.98,4.47,0.08437269926071167,10.261302,0.22215054015122138,1.0,0.0,0.22215054015122138
13,3,4.47,5.96,0.08052217960357666,10.442548,0.22289056989787992,1.0,0.0,0.22289056989787992
13,4,5.96,7.45,0.08962142467498779,11.288494,0.3256302835954664,1.0,0.0,0.3256302835954664
13,5,7.45,8.94,0.052017152309417725,8.999301,0.0,1.0,0.0,0.0
13,6,8.94,10.43,0.09167313575744629,12.183644,0.40655728417528997,1.0,0.0,0.40655728417528997
13,7,10.43,11.92,0.13067626953125,13.3126,0.6421787271919874,1.0,0.0,0.6421787271919874
13,8,11.92,13.41,0.11372804641723633,10.999337,0.3903324715311467,1.0,0.0,0.3903324715311467
13,9,13.41,14.9,0.08801436424255371,10.792161,0.2790370136048571,1.0,0.0,0.2790370136048571
14,0,0.0,1.49,0.42535412311553955,19.549644,0.5706274074085339,1.0,0.0,0.5706274074085339
14,1,1.49,2.98,0.31630605459213257,18.34438,0.40674199441074993,1.0,0.0,0.40674199441074993
14,2,2.98,4.47,0.4222757816314697,21.600658,0.6770656496753349,1.0,0.0,0.6770656496753349
14,3,4.47,5.96,0.2935693860054016,16.099277,0.2663669070080312,1.0,0.0,0.2663669070080312
14,4,5.96,7.45,0.3792259693145752,16.653769,0.3742044163353665,1.0,0.0,0.3742044163353665
14,5,7.45,8.94,0.47318434715270996,19.174612,0.5943733807114715,1.0,0.0,0.5943733807114715
14,6,8.94,10.43,0.2382502555847168,12.214061,0.008842535051476795,1.0,0.0,0.008842535051476795
14,7,10.43,11.92,0.4052734971046448,14.040502,0.2588131872051385,1.0,0.0,0.2588131872051385
14,8,11.92,13.41,0.5593523681163788,13.420776,0.36665001307093076,1.0,0.0,0.36665001307093076
14,9,13.41,14.9,0.7755456864833832,16.130106,0.7085976898670197,0.0,0.7085976898670197,0.0
14,10,14.9,16.39,0.22857707738876343,15.439629,0.17181773483753204,1.0,0.0,0.17181773483753204
15,0,0.0,1.49,0.08514952659606934,10.917802,0.5204568989551561,1.0,0.0,0.5204568989551561
15,1,1.49,2.98,0.07140189409255981,11.075498,0.5011549317043897,1.0,0.0,0.5011549317043897
15,2,2.98,4.47,0.07495492696762085,11.968979,0.5551057142232899,1.0,0.0,0.5551057142232899
15,3,4.47,5.96,0.10681921243667603,13.001664,0.6731215127433221,1.0,0.0,0.6731215127433221
15,4,5.96,7.45,0.10484564304351807,12.36718,0.6359115622319638,0.0,0.6359115622319638,0.0
15,5,7.45,8.94,0.10120135545730591,12.398528,0.6302469824225683,1.0,0.0,0.6302469824225683
15,6,8.94,10.43,0.11814343929290771,10.799087,0.580394281998929,1.0,0.0,0.580394281998929
15,7,10.43,11.92,0.1432586908340454,9.465144,0.5608448092802035,0.0,0.5608448092802035,0.0
15,8,11.92,13.41,0.26983535289764404,9.130785,0.7971318364143372,0.0,0.7971318364143372,0.0
15,9,13.41,14.9,0.24639785289764404,8.202744,0.7014976049036797,0.0,0.7014976049036797,0.0
15,10,14.9,16.39,0.020482540130615234,3.4612837,0.0,0.0,0.0,0.0
16,0,0.0,1.49,0.1988215446472168,13.6519985,1.0,1.0,0.0,1.0
16,1,1.49,2.98,0.06831961870193481,9.464541,0.2896314328656421,1.0,0.0,0.2896314328656421
16,2,2.98,4.47,0.045462727546691895,8.418336,0.1432366054063036,1.0,0.0,0.1432366054063036
16,3,4.47,5.96,0.04464679956436157,8.185078,0.12424593585063437,1.0,0.0,0.12424593585063437
16,4,5.96,7.45,0.04202753305435181,6.6783986,0.010033874772489071,1.0,0.0,0.010033874772489071
16,5,7.45,8.94,0.045276641845703125,6.711104,0.02269282914800621,1.0,0.0,0.02269282914800621
16,6,8.94,10.43,0.07751011848449707,8.633621,0.26055841880677644,1.0,0.0,0.26055841880677644
16,7,10.43,11.92,0.05535656213760376,6.950632,0.0716659427133077,1.0,0.0,0.0716659427133077
16,8,11.92,13.41,0.07916587591171265,6.637857,0.12561577424759557,1.0,0.0,0.12561577424759557
16,9,13.41,14.9,0.10137063264846802,8.128617,0.30116549385911695,1.0,0.0,0.30116549385911695
16,10,14.9,16.39,0.05938005447387695,6.5355883,0.05533540867805306,1.0,0.0,0.05533540867805306
17,0,0.0,1.49,0.18252110481262207,14.323627,0.32760323467814095,1.0,0.0,0.32760323467814095
17,1,1.49,2.98,0.16598910093307495,14.513885,0.3081119611081352,1.0,0.0,0.3081119611081352
17,2,2.98,4.47,0.26992547512054443,16.84948,0.541273120731725,1.0,0.0,0.541273120731725
17,3,4.47,5.96,0.24693137407302856,15.890589,0.47584044130697833,1.0,0.0,0.47584044130697833
17,4,5.96,7.45,0.27569448947906494,17.15259,0.5596482337505833,1.0,0.0,0.5596482337505833
17,5,7.45,8.94,0.26280510425567627,18.970646,0.5967500400832361,0.0,0.5967500400832361,0.0
17,6,8.94,10.43,0.3412674069404602,22.747871,0.8358490312777556,1.0,0.0,0.8358490312777556
17,7,10.43,11.92,0.3018449544906616,22.55848,0.7692274521491999,1.0,0.0,0.7692274521491999
17,8,11.92,13.41,0.3728210926055908,25.78241,0.9794716447979241,1.0,0.0,0.9794716447979241
17,9,13.41,14.9,0.37704265117645264,26.230324,1.0,1.0,0.0,1.0
17,10,14.9,16.39,0.2477702498435974,20.520237,0.6221402016879836,1.0,0.0,0.6221402016879836
17,11,16.39,17.88,0.17971116304397583,17.398525,0.4195883709883819,1.0,0.0,0.4195883709883819
17,12,17.88,19.37,0.05225449800491333,10.266936,0.0,1.0,0.0,0.0
18,0,0.0,1.49,0.05130738019943237,8.839049,0.0,1.0,0.0,0.0
18,1,1.49,2.98,0.16715478897094727,15.357404,0.42435900816928096,1.0,0.0,0.42435900816928096
18,2,2.98,4.47,0.2230215072631836,19.016554,0.6438278936327964,1.0,0.0,0.6438278936327964
18,3,4.47,5.96,0.1880052089691162,18.335064,0.5526059877940097,1.0,0.0,0.5526059877940097
18,4,5.96,7.45,0.20348477363586426,17.835634,0.5699160694378287,1.0,0.0,0.5699160694378287
18,5,7.45,8.94,0.13892823457717896,15.735843,0.3774947044612518,1.0,0.0,0.3774947044612518
18,6,8.94,10.43,0.1844702959060669,17.412691,0.5188608257771974,1.0,0.0,0.5188608257771974
18,7,10.43,11.92,0.2957243323326111,22.352625,0.8884511590003967,1.0,0.0,0.8884511590003967
18,8,11.92,13.41,0.22050297260284424,21.942087,0.722770946046255,1.0,0.0,0.722770946046255
18,9,13.41,14.9,0.2787315249443054,22.765154,0.8655474591335935,1.0,0.0,0.8655474591335935
18,10,14.9,16.39,0.14111053943634033,26.233225,0.6837089417348918,1.0,0.0,0.6837089417348918
19,0,0.0,1.49,0.07111841440200806,10.339192,0.15323516835292716,1.0,0.0,0.15323516835292716
19,1,1.49,2.98,0.3871704339981079,21.637772,1.0,1.0,0.0,1.0
19,2,2.98,4.47,0.34574705362319946,17.285896,0.7957909279883681,0.0,0.7957909279883681,0.0
19,3,4.47,5.96,0.1089751124382019,9.181851,0.1731338408165699,0.0,0.1731338408165699,0.0
19,4,5.96,7.45,0.2710840106010437,14.169644,0.5812354402199604,1.0,0.0,0.5812354402199604
19,5,7.45,8.94,0.16536861658096313,10.584204,0.30429610058457546,1.0,0.0,0.30429610058457546
19,6,8.94,10.43,0.18561869859695435,10.950241,0.346928783629597,1.0,0.0,0.346928783629597
19,7,10.43,11.92,0.15934711694717407,11.621241,0.328827945438814,1.0,0.0,0.328827945438814
19,8,11.92,13.41,0.1584528684616089,11.256008,0.3156103575346423,1.0,0.0,0.3156103575346423
19,9,13.41,14.9,0.1273515224456787,10.3232355,0.23809864804711223,0.0,0.23809864804711223,0.0
19,10,14.9,16.39,0.11759358644485474,9.34302,0.1914531802124999,0.0,0.1914531802124999,0.0
19,11,16.39,17.88,0.11529362201690674,8.694962,0.16691730050565384,0.0,0.16691730050565384,0.0
19,12,17.88,19.37,0.08354836702346802,7.3551598,0.07521088263815878,0.0,0.07521088263815878,0.0
19,13,19.37,20.86,0.057865917682647705,6.2398615,0.0,1.0,0.0,0.0
20,0,0.0,1.49,0.2681938409805298,12.818303,0.5956039880831488,1.0,0.0,0.5956039880831488
20,1,1.49,2.98,0.16571152210235596,10.785839,0.15756389171373963,1.0,0.0,0.15756389171373963
20,2,2.98,4.47,0.17537635564804077,10.395554,0.15742246493169873,1.0,0.0,0.15742246493169873
20,3,4.47,5.96,0.12036597728729248,10.649153,0.018063295632600784,1.0,0.0,0.018063295632600784
20,4,5.96,7.45,0.14879751205444336,11.853379,0.18519976744973243,1.0,0.0,0.18519976744973243
20,5,7.45,8.94,0.12710601091384888,12.044263,0.13672169529210187,1.0,0.0,0.13672169529210187
20,6,8.94,10.43,0.14338964223861694,13.918213,0.3167975714387321,1.0,0.0,0.3167975714387321
20,7,10.43,11.92,0.1263200044631958,14.619967,0.3179340125353594,1.0,0.0,0.3179340125353594
20,8,11.92,13.41,0.14055007696151733,15.669944,0.4334434588356913,1.0,0.0,0.4334434588356913
20,9,13.41,14.9,0.2040460705757141,17.41529,0.7394662051729731,1.0,0.0,0.7394662051729731
20,10,14.9,16.39,0.1592382788658142,15.277758,0.45898868535103043,1.0,0.0,0.45898868535103043
20,11,16.39,17.88,0.29508811235427856,14.820193,0.8151570856571198,1.0,0.0,0.8151570856571198
